City	Edition	Sport	Discipline	Athlete	Gender	Event	Event_gender	Medal	Country
Atlanta	1996	Canoe / Kayak	Canoe / Kayak F	HARALAMOW, Ingrid	Women	K-4 500m (kayak four)	W	Silver	Switzerland
Atlanta	1996	Canoe / Kayak	Canoe / Kayak F	MUELLER, Gabi	Women	K-4 500m (kayak four)	W	Silver	Switzerland
Atlanta	1996	Cycling	Cycling Road	RICHARD, Pascal	Men	individual road race	M	Gold	Switzerland
Atlanta	1996	Cycling	Mountain Bike	FRISCHKNECHT, Thomas	Men	cross-country	M	Silver	Switzerland
Atlanta	1996	Equestrian	Jumping	MELLIGER, Wilhelm	Men	individual	X	Silver	Switzerland
Atlanta	1996	Gymnastics	Artistic G.	LI, Donghua	Men	pommel horse	M	Gold	Switzerland
Atlanta	1996	Rowing	Rowing	GIER, Markus	Men	lightweight double sculls (2x)	M	Gold	Switzerland
Atlanta	1996	Rowing	Rowing	GIER, Michael	Men	lightweight double sculls (2x)	M	Gold	Switzerland
Atlanta	1996	Rowing	Rowing	MUELLER, Xeno	Men	single sculls (1x)	M	Gold	Switzerland
Sydney	2000	Cycling	Mountain Bike	SAUSER, Christoph	Men	cross-country	M	Bronze	Switzerland
Sydney	2000	Cycling	Mountain Bike	BLATTER, Barbara	Women	cross-country	W	Silver	Switzerland
Sydney	2000	Equestrian	Jumping	FUCHS, Markus	Men	team	X	Silver	Switzerland
Sydney	2000	Equestrian	Jumping	MANDLI, Beat	Men	team	X	Silver	Switzerland
Sydney	2000	Equestrian	Jumping	MELLIGER, Wilhelm	Men	team	X	Silver	Switzerland
Sydney	2000	Equestrian	Jumping	MCNAUGHT, Lesley	Women	team	X	Silver	Switzerland
Sydney	2000	Fencing	Fencing	BUERKI, Gianna	Women	épée individual	W	Silver	Switzerland
Sydney	2000	Fencing	Fencing	BUERKI, Gianna	Women	épée team	W	Silver	Switzerland
Sydney	2000	Fencing	Fencing	LAMON, Sophie	Women	épée team	W	Silver	Switzerland
Sydney	2000	Fencing	Fencing	ROMAGNOLI, Diana	Women	épée team	W	Silver	Switzerland
Sydney	2000	Rowing	Rowing	MUELLER, Xeno	Men	single sculls (1x)	M	Silver	Switzerland
Sydney	2000	Shooting	Shooting	ANSERMET, Michel	Men	25m rapid fire pistol (60 shots)	M	Silver	Switzerland
Sydney	2000	Triathlon	Triathlon	MESSMER, Magali	Women	Individual	W	Bronze	Switzerland
Sydney	2000	Triathlon	Triathlon	MCMAHON, Brigitte	Women	Individual	W	Gold	Switzerland
Athens	2004	Cycling	Cycling Road	THUERIG, Karin	Women	individual time trial	W	Bronze	Switzerland
Athens	2004	Cycling	Cycling Track	MARVULLI, Franco	Men	Madison	M	Silver	Switzerland
Athens	2004	Cycling	Cycling Track	RISI, Bruno	Men	Madison	M	Silver	Switzerland
Athens	2004	Fencing	Fencing	FISCHER, Marcel	Men	épée individual	M	Gold	Switzerland
Athens	2004	Triathlon	Triathlon	RIEDERER, Sven	Men	Individual	M	Bronze	Switzerland
Athens	2004	Volleyball	Beach volley.	HEUSCHER, Patrick	Men	beach volleyball	M	Bronze	Switzerland
Athens	2004	Volleyball	Beach volley.	KOBEL, Stefan	Men	beach volleyball	M	Bronze	Switzerland
Beijing	2008	Cycling	Cycling Road	CANCELLARA, Fabian	Men	individual road race	M	Bronze	Switzerland
Beijing	2008	Cycling	Cycling Road	CANCELLARA, Fabian	Men	individual time trial	M	Gold	Switzerland
Beijing	2008	Cycling	Cycling Road	THURIG, Karin	Women	individual time trial	W	Bronze	Switzerland
Beijing	2008	Cycling	Mountain Bike	SCHURTER, Nino	Men	cross-country	M	Bronze	Switzerland
Beijing	2008	Equestrian	Jumping	GUERDAT, Steve	Men	team	X	Bronze	Switzerland
Beijing	2008	Equestrian	Jumping	SCHURTENBERGER, Niklaus	Men	team	X	Bronze	Switzerland
Beijing	2008	Equestrian	Jumping	SCHWIZER, Pius	Men	team	X	Bronze	Switzerland
Beijing	2008	Equestrian	Jumping	LIEBHERR, Christina	Women	team	X	Bronze	Switzerland
Beijing	2008	Judo	Judo	ASCHWANDEN, Sergei	Men	81 - 90kg (middleweight)	M	Bronze	Switzerland
Beijing	2008	Tennis	Tennis	FEDERER, Roger	Men	doubles	M	Gold	Switzerland
Beijing	2008	Tennis	Tennis	WAWRINKA, Stanislas	Men	doubles	M	Gold	Switzerland
Paris	1900	Aquatics	Swimming	DROST, Johannes	Men	200m backstroke	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	BRANDT, Francois Antoine	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	BROCKMANN, Hermanus Gerardus	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	KLEIN, Roelof	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	LEEGSTRA, Ruud Gerbens	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	MIDDELBERG, Walter	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	OFFERHAUS, Hendrik Karel	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	THIJSSEN, Walter	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	TROMP, Henricus	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	VAN DIJK, Johannes Wilhelmus Maria	Men	eight with coxswain (8+)	M	Bronze	Netherlands
Paris	1900	Rowing	Rowing	BROCKMANN, Hermanus Gerardus	Men	four-oared shell with coxswain (4-)	M	Silver	Netherlands
Paris	1900	Rowing	Rowing	HIEBENDAAI, Coenraad Christiaan	Men	four-oared shell with coxswain (4-)	M	Silver	Netherlands
Paris	1900	Rowing	Rowing	LOTSY, Gerhard Oswald	Men	four-oared shell with coxswain (4-)	M	Silver	Netherlands
Paris	1900	Rowing	Rowing	LOTSY, Paulus Jan	Men	four-oared shell with coxswain (4-)	M	Silver	Netherlands
Paris	1900	Rowing	Rowing	TERWOGT, Johannes Hester Lambertus	Men	four-oared shell with coxswain (4-)	M	Silver	Netherlands
Paris	1900	Shooting	Shooting	BOUWENS, Antonius	Men	50m army pistol, team	M	Bronze	Netherlands
Paris	1900	Shooting	Shooting	SILLEM, Henrik	Men	50m army pistol, team	M	Bronze	Netherlands
Paris	1900	Shooting	Shooting	SWEYS, Anthony Ahasuerus	Men	50m army pistol, team	M	Bronze	Netherlands
Paris	1900	Shooting	Shooting	VAN DEN BERGH, Solko Johannes	Men	50m army pistol, team	M	Bronze	Netherlands
Paris	1900	Shooting	Shooting	VAN HAAN, Gerardus	Men	50m army pistol, team	M	Bronze	Netherlands
London	1908	Football	Football	BREUWKES, Reinier Bertus	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	DE BRUYN KOPS, George François	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	DE KORVER, Johannes Marius	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	HEIJTING, Karel	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	MUNDT, Emil Gustav	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	OTTEN, Lou	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	REEMAN, Gerald Simon	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	SNETLAGE, Eduard	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	SOL, Johan Eduard	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	THOMEE, Jan	Men	football	M	Bronze	Netherlands
London	1908	Football	Football	WELCKER, Jan Herman	Men	football	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	DE JONG, Adrianus Egbertus Willem	Men	épée team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	DOORMAN, Jetze	Men	épée team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	SALOMONSON, Leonardus	Men	épée team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	VAN BLIJENBURGH, Willem Peter Hubert	Men	épée team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	VAN ROSSEM, George	Men	épée team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	DE JONG, Adrianus Egbertus Willem	Men	sabre team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	DE JONGH, Hendrik Egb. Willem	Men	sabre team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	DOORMAN, Jetze	Men	sabre team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	SCALONGNE, Dirk	Men	sabre team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	VAN BLIJENBURGH, Willem Peter Hubert	Men	sabre team	M	Bronze	Netherlands
Stockholm	1912	Fencing	Fencing	VAN ROSSEM, George	Men	sabre team	M	Bronze	Netherlands
Stockholm	1912	Football	Football	BOUVY, Nicolaas Jan Jerome	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	DE GROOT, Henri Franciscus	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	DE KORVER, Johannes Marius	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	DE WOLF, Nicolaas	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	FEITH, Constant Willem	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	GÖBEL, Marius Just	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	LOTSY, Dirk Nicolaas	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	TEN CATE, Caesar Herman	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	VAN BREDA KOLFF, Jan Gualtherus	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	VOS, Jan	Men	football	M	Bronze	Netherlands
Stockholm	1912	Football	Football	WIJNVELDT, David	Men	football	M	Bronze	Netherlands
Antwerp	1920	Archery	Archery	DE BROUWER, Petrus Godefridus	Men	moving bird target 28m teams	M	Gold	Netherlands
Antwerp	1920	Archery	Archery	PACKBIERS, Jan Joseph	Men	moving bird target 28m teams	M	Gold	Netherlands
Antwerp	1920	Archery	Archery	THEEUWES, Adrianus Cornelis	Men	moving bird target 28m teams	M	Gold	Netherlands
Antwerp	1920	Archery	Archery	VAN BUSSELL, Hendrikus	Men	moving bird target 28m teams	M	Gold	Netherlands
Antwerp	1920	Archery	Archery	VAN GASTEL, Johannes Jacobus	Men	moving bird target 28m teams	M	Gold	Netherlands
Antwerp	1920	Archery	Archery	VAN GESTEL, Jan-Babtiest-Jozef	Men	moving bird target 28m teams	M	Gold	Netherlands
Antwerp	1920	Archery	Archery	VAN MERRIENBOER, Adrianus	Men	moving bird target 28m teams	M	Gold	Netherlands
Antwerp	1920	Archery	Archery	WILLEMS, Theodorus B.	Men	moving bird target 28m teams	M	Gold	Netherlands
Antwerp	1920	Cycling	Cycling Track	DE VRENG, Frans	Men	2000m tandem	M	Bronze	Netherlands
Antwerp	1920	Cycling	Cycling Track	IKELAAR, Petrus Gerardus	Men	2000m tandem	M	Bronze	Netherlands
Antwerp	1920	Cycling	Cycling Track	IKELAAR, Petrus Gerardus	Men	50km	M	Bronze	Netherlands
Antwerp	1920	Cycling	Cycling Track	PEETERS, Mauritius	Men	Sprint indivual	M	Gold	Netherlands
Antwerp	1920	Fencing	Fencing	DE JONG, Adrianus Egbertus Willem	Men	sabre individual	M	Bronze	Netherlands
Antwerp	1920	Fencing	Fencing	DE JONG, Adrianus Egbertus Willem	Men	sabre team	M	Bronze	Netherlands
Antwerp	1920	Fencing	Fencing	DELAUNOY, Louis Albert Armand Etienne	Men	sabre team	M	Bronze	Netherlands
Antwerp	1920	Fencing	Fencing	DOORMAN, Jetze	Men	sabre team	M	Bronze	Netherlands
Antwerp	1920	Fencing	Fencing	VAN BLIJENBURGH, Willem Peter Hubert	Men	sabre team	M	Bronze	Netherlands
Antwerp	1920	Fencing	Fencing	VAN DER WIEL, Jan	Men	sabre team	M	Bronze	Netherlands
Antwerp	1920	Fencing	Fencing	ZELDENRUST, Salomon	Men	sabre team	M	Bronze	Netherlands
Antwerp	1920	Football	Football	BIESHAAR, Adrianus Gerardus	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	BOSSCHART, Léonard François Gérard	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	BULDER, Evert Jan	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	BULDER, Jacob Eise	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	DE NATRIS, Johannes Daniel	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	DENIS, Henri Léonard Barthélémi	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	GROOSJOHAN, Bernardus	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	KUIPERS, Frederik Carel	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	MACNEILL, Richard	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	STEEMAN, Hermanus Hendricus	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	VAN DORT, Jan Leendert	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	VAN RAPPARD, Oscar Emile	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	VERWEIJ, Bernard Willem Jan	Men	football	M	Bronze	Netherlands
Antwerp	1920	Football	Football	VON HEYDEN, Herman Carel Felix Clothilde	Men	football	M	Bronze	Netherlands
Antwerp	1920	Sailing	Sailing	HIN, Franciscus Fidelis Joseph	Men	12 foot dinghy	X	Gold	Netherlands
Antwerp	1920	Sailing	Sailing	HIN, Johannes Joseph Antonius	Men	12 foot dinghy	X	Gold	Netherlands
Antwerp	1920	Sailing	Sailing	BEUKERS, Petrus Bernardus	Men	12 foot dinghy	X	Silver	Netherlands
Antwerp	1920	Sailing	Sailing	VAN DER BIESEN, Arnoud Eugène	Men	12 foot dinghy	X	Silver	Netherlands
Antwerp	1920	Sailing	Sailing	CARP, Bernard	Men	6.5m (rating 1919)	X	Gold	Netherlands
Antwerp	1920	Sailing	Sailing	CARP, Johan Robbert	Men	6.5m (rating 1919)	X	Gold	Netherlands
Antwerp	1920	Sailing	Sailing	WERNINK, Petrus Adrianus	Men	6.5m (rating 1919)	X	Gold	Netherlands
Antwerp	1920	Tug of War	Tug of War	BEKKERS, Wilhelmus Johannes	Men	tug of war	M	Silver	Netherlands
Antwerp	1920	Tug of War	Tug of War	HENGEVELD, Johannes Hendrikus	Men	tug of war	M	Silver	Netherlands
Antwerp	1920	Tug of War	Tug of War	JANSMA, Sytse	Men	tug of war	M	Silver	Netherlands
Antwerp	1920	Tug of War	Tug of War	JANSSEN, Hendrikus Alexzander	Men	tug of war	M	Silver	Netherlands
Antwerp	1920	Tug of War	Tug of War	VAN LOON, Antonius	Men	tug of war	M	Silver	Netherlands
Antwerp	1920	Tug of War	Tug of War	VAN LOON, Willem	Men	tug of war	M	Silver	Netherlands
Antwerp	1920	Tug of War	Tug of War	VAN REKUM, Marinus Cornelis	Men	tug of war	M	Silver	Netherlands
Antwerp	1920	Tug of War	Tug of War	VAN REKUM, Willem	Men	tug of war	M	Silver	Netherlands
Paris	1924	Athletics	Athletics	BOOT, Jacobus	Men	4x100m relay	M	Bronze	Netherlands
Paris	1924	Athletics	Athletics	BROOS, Henricus Adrianus	Men	4x100m relay	M	Bronze	Netherlands
Paris	1924	Athletics	Athletics	DE VRIES, Jan Cornelis	Men	4x100m relay	M	Bronze	Netherlands
Paris	1924	Athletics	Athletics	VAN DEN BERGE, Marinus	Men	4x100m relay	M	Bronze	Netherlands
Paris	1924	Cycling	Cycling Track	BOSCH VAN DRAKESTEIN, Gerald Henri	Men	2000m tandem	M	Bronze	Netherlands
Paris	1924	Cycling	Cycling Track	PEETERS, Mauritius	Men	2000m tandem	M	Bronze	Netherlands
Paris	1924	Cycling	Cycling Track	WILLEMS, Jacobus	Men	50km	M	Gold	Netherlands
Paris	1924	Cycling	Cycling Track	MEIJER, Jacob	Men	Sprint indivual	M	Silver	Netherlands
Paris	1924	Equestrian	Eventing	VAN DER VOORT VAN ZIJP, Adolf Dirk C.	Men	individual	X	Gold	Netherlands
Paris	1924	Equestrian	Eventing	COLENBRANDER, Antonius Theodorus	Men	team	X	Gold	Netherlands
Paris	1924	Equestrian	Eventing	DE KRUIJFF, Gerard Pieter	Men	team	X	Gold	Netherlands
Paris	1924	Equestrian	Eventing	PAHUD DE MORTANGES, Charles Ferdinand	Men	team	X	Gold	Netherlands
Paris	1924	Equestrian	Eventing	VAN DER VOORT VAN ZIJP, Adolf Dirk C.	Men	team	X	Gold	Netherlands
Paris	1924	Fencing	Fencing	DE JONG, Adrianus Egbertus Willem	Men	sabre team	M	Bronze	Netherlands
Paris	1924	Fencing	Fencing	DOORMAN, Jetze	Men	sabre team	M	Bronze	Netherlands
Paris	1924	Fencing	Fencing	SCHERPENHUYZEN, Hendrik Dorotheus	Men	sabre team	M	Bronze	Netherlands
Paris	1924	Fencing	Fencing	VAN DER WIEL, Jan	Men	sabre team	M	Bronze	Netherlands
Paris	1924	Fencing	Fencing	VAN DULM, Maarten Hendrik	Men	sabre team	M	Bronze	Netherlands
Paris	1924	Fencing	Fencing	WYNOLDY-DANIELS, Henri Jacob	Men	sabre team	M	Bronze	Netherlands
Paris	1924	Rowing	Rowing	BEIJNEN, Antonie Christiaan	Men	coxless pair (2-)	M	Gold	Netherlands
Paris	1924	Rowing	Rowing	RÖSINGH, Wilhelm	Men	coxless pair (2-)	M	Gold	Netherlands
Paris	1924	Sailing	Sailing	CARP, Johan Robbert	Men	6m	X	Bronze	Netherlands
Paris	1924	Sailing	Sailing	GUEPIN, Antonij Johannes	Men	6m	X	Bronze	Netherlands
Paris	1924	Sailing	Sailing	VREEDE, Jan Anthony	Men	6m	X	Bronze	Netherlands
Paris	1924	Tennis	Tennis	TIMMER, Hendrik	Men	mixed doubles	X	Bronze	Netherlands
Paris	1924	Tennis	Tennis	BOUMAN, Cornelia	Women	mixed doubles	X	Bronze	Netherlands
Amsterdam	1928	Aquatics	Swimming	BRAUN, Maria Johanna	Women	100m backstroke	W	Gold	Netherlands
Amsterdam	1928	Aquatics	Swimming	BARON, Mietje	Women	200m breaststroke	W	Silver	Netherlands
Amsterdam	1928	Aquatics	Swimming	BRAUN, Maria Johanna	Women	400m freestyle	W	Silver	Netherlands
Amsterdam	1928	Athletics	Athletics	GISOLF, Carolina Anna	Women	high jump	W	Silver	Netherlands
Amsterdam	1928	Boxing	Boxing	VAN KLAVEREN, Lambertus	Men	53.52 - 57.15kg (featherweight)	M	Gold	Netherlands
Amsterdam	1928	Boxing	Boxing	MILJON, Karel Leendert	Men	72.57 - 79.38kg (light-heavyweight)	M	Bronze	Netherlands
Amsterdam	1928	Cycling	Cycling Track	MAZAIRAC, Antonius Hendrikus	Men	1km Pursuit	M	Silver	Netherlands
Amsterdam	1928	Cycling	Cycling Track	BOSCH VAN DRAKESTEIN, Gerald Henri	Men	1km time trial	M	Silver	Netherlands
Amsterdam	1928	Cycling	Cycling Track	LEENE, Bernardus Petrus	Men	2000m tandem	M	Gold	Netherlands
Amsterdam	1928	Cycling	Cycling Track	VAN DIJK, Daniel (Daan)	Men	2000m tandem	M	Gold	Netherlands
Amsterdam	1928	Cycling	Cycling Track	MAZAIRAC, Antonius Hendrikus	Men	Sprint indivual	M	Silver	Netherlands
Amsterdam	1928	Cycling	Cycling Track	BRASPENNIN, Adriaan Jacobus	Men	Team Pursuit (4000m)	M	Silver	Netherlands
Amsterdam	1928	Cycling	Cycling Track	MAAS, Johannes Leonardus	Men	Team Pursuit (4000m)	M	Silver	Netherlands
Amsterdam	1928	Cycling	Cycling Track	PIJNENBURG, Johannes Baptist Norbertus	Men	Team Pursuit (4000m)	M	Silver	Netherlands
Amsterdam	1928	Cycling	Cycling Track	VAN DER HORST, Pieter M.	Men	Team Pursuit (4000m)	M	Silver	Netherlands
Amsterdam	1928	Equestrian	Dressage	LE HEUX, Gerard Willem	Men	team	X	Bronze	Netherlands
Amsterdam	1928	Equestrian	Dressage	VAN REEDE, Jan Hermannus	Men	team	X	Bronze	Netherlands
Amsterdam	1928	Equestrian	Dressage	VERSTEEGH, Pierre Marie Robert	Men	team	X	Bronze	Netherlands
Amsterdam	1928	Equestrian	Eventing	PAHUD DE MORTANGES, Charles Ferdinand	Men	individual	X	Gold	Netherlands
Amsterdam	1928	Equestrian	Eventing	DE KRUIJFF, Gerard Pieter	Men	individual	X	Silver	Netherlands
Amsterdam	1928	Equestrian	Eventing	DE KRUIJFF, Gerard Pieter	Men	team	X	Gold	Netherlands
Amsterdam	1928	Equestrian	Eventing	PAHUD DE MORTANGES, Charles Ferdinand	Men	team	X	Gold	Netherlands
Amsterdam	1928	Equestrian	Eventing	VAN DER VOORT VAN ZIJP, Adolf Dirk C.	Men	team	X	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	AGSTERIBBE, Estella	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	BURGERHOF, Petronella	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	DE LEVIE, Elka	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	NORDHEIM, Helena	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	POLAK, Ans	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	SIMONS, Jud	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	STELMA, Jacoba Cornelia	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	VAN DEN BERG, Jacomina	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	VAN DEN BOS, Alida Johanna	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	VAN DER VEGT, Anna Maria	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	VAN RANDWIJK, Petronella Phillemina Johanna	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Gymnastics	Artistic G.	VAN RUMT, Hendrika Alida	Women	team competition	W	Gold	Netherlands
Amsterdam	1928	Hockey	Hockey	ANKERMAN, Jan Geert	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	BRAND, Johannes Willem	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	DE WAAL, Reindert Berend Jan	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	DUSON, Emiel Paulus Josef	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	HARDEBECK, C. J. J.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	HUBRECHT, T. F.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	JANNINK, Gerrit Jan Arnold	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	KATTE, Adriaan Johan Louis	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	KOP, August Johannes	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	LEEMBRUGGEN, G.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	MANGELAAR MEERTENS, H. J. L.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	MULLER V. CZERNICKI, O. F.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	TRESLING, Albert Willem	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	VAN CITTERS, W. J.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	VAN DE ROVAERT, Paulus	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	VAN DER HAGEN, C. J.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	VAN DER VEEN, Robert	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	VAN LIEROP, Antoine Robert	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	VAN TIENHOVEN VAN DEN BOGAARD, J. J.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	VAN VOORST VAN BEEST, J. M.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	VISSER 'T HOOFT, Hendrik Philip	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Hockey	Hockey	WENTHOLT, N.	Men	hockey	M	Silver	Netherlands
Amsterdam	1928	Sailing	Sailing	DE VRIES LENTSCH JR., Willem	Men	8m	X	Silver	Netherlands
Amsterdam	1928	Sailing	Sailing	DE WIT, M.	Men	8m	X	Silver	Netherlands
Amsterdam	1928	Sailing	Sailing	DOEDES, L.	Men	8m	X	Silver	Netherlands
Amsterdam	1928	Sailing	Sailing	KERSKEN, H.	Men	8m	X	Silver	Netherlands
Amsterdam	1928	Sailing	Sailing	VAN HOOLWERFF, J.C.	Men	8m	X	Silver	Netherlands
Amsterdam	1928	Sailing	Sailing	VAN STAVEREN, C.	Men	8m	X	Silver	Netherlands
Amsterdam	1928	Weightlifting	Weightlifting	SCHEFFER, August	Men	67.5 - 75kg, total (middleweight)	M	Bronze	Netherlands
Amsterdam	1928	Weightlifting	Weightlifting	VERHEYEN, Johannes	Men	75 - 82.5kg, total (light-heavyweight)	M	Bronze	Netherlands
Los Angeles	1932	Aquatics	Swimming	DEN OUDEN, Willemyntje (Willy)	Women	100m freestyle	W	Silver	Netherlands
Los Angeles	1932	Aquatics	Swimming	DEN OUDEN, Willemyntje (Willy)	Women	4x100m freestyle relay	W	Silver	Netherlands
Los Angeles	1932	Aquatics	Swimming	LADDE, Cornelia	Women	4x100m freestyle relay	W	Silver	Netherlands
Los Angeles	1932	Aquatics	Swimming	OVERSLOOT, Maria Petronella	Women	4x100m freestyle relay	W	Silver	Netherlands
Los Angeles	1932	Aquatics	Swimming	VIERDAG, Maria	Women	4x100m freestyle relay	W	Silver	Netherlands
Los Angeles	1932	Cycling	Cycling Track	VAN EGMOND, Jacobus Johannes	Men	1km time trial	M	Silver	Netherlands
Los Angeles	1932	Cycling	Cycling Track	VAN EGMOND, Jacobus Johannes	Men	Sprint indivual	M	Gold	Netherlands
Los Angeles	1932	Equestrian	Eventing	PAHUD DE MORTANGES, Charles Ferdinand	Men	individual	X	Gold	Netherlands
Los Angeles	1932	Equestrian	Eventing	PAHUD DE MORTANGES, Charles Ferdinand	Men	team	X	Silver	Netherlands
Los Angeles	1932	Equestrian	Eventing	SCHUMMELKETEL, Karel Johan	Men	team	X	Silver	Netherlands
Los Angeles	1932	Equestrian	Eventing	VAN LENNEP, Aernout	Men	team	X	Silver	Netherlands
Los Angeles	1932	Sailing	Sailing	MAAS, Adriaan Lambertus Joseph	Men	olympic class monotype	X	Silver	Netherlands
Berlin	1936	Aquatics	Swimming	SENFF, Dina Willemina Jacoba	Women	100m backstroke	W	Gold	Netherlands
Berlin	1936	Aquatics	Swimming	MASTENBROEK, Hendrika	Women	100m backstroke	W	Silver	Netherlands
Berlin	1936	Aquatics	Swimming	MASTENBROEK, Hendrika	Women	100m freestyle	W	Gold	Netherlands
Berlin	1936	Aquatics	Swimming	MASTENBROEK, Hendrika	Women	400m freestyle	W	Gold	Netherlands
Berlin	1936	Aquatics	Swimming	DEN OUDEN, Willemyntje (Willy)	Women	4x100m freestyle relay	W	Gold	Netherlands
